username,video_description,hashtag_names,id,like_count,music_id,region_code,comment_count,create_time,share_count,view_count,link
stephaniejoy88,Rosmar Coffee Detox 💕  @rosmartan @fhatz.navarro,,7059209797895228699,4,6739957653520254977,PH,0,1643600361,24,51,https://www.tiktok.com/@stephaniejoy88/video/7059209797895228699
tzunahtzun,My @shopee_ph Haul again... KINOKI CLEANSING DETOX FOOT PADS,,7059199381458783515,2,7026618514832099329,PH,0,1643597937,0,16,https://www.tiktok.com/@tzunahtzun/video/7059199381458783515
joyceelavida,HINDI USO SUKLAY?! 🤣Pasaway na bata ayan nalaman tuloy ano secret ko 🤣🤣🤣 @unni_ru  #kawoodee #fyp #ikonhouseph #kulet #pinaymodel #tiktokphilippines #single #draft #funny #ramdom  #sexybabe @rosmartan #morning shopee/lazada:rosmar’s detox drink #trend,"morning,funny,single,draft,trend,ramdom,fyp,kulet,tiktokphilippines,pinaymodel,kawoodee,ikonhouseph",7059175358221815066,2873,7059175406989085467,PH,53,1643592343,42,34290,https://www.tiktok.com/@joyceelavida/video/7059175358221815066
rosmartan,TV INTERVIEW 🤭 Grabe ang lakas mo ROSMAR'S DETOX DRINK & ROSMAR BLEACHING WHIPPED SCRUB💓🤭#rosmar #rosmarbleachingwhippedscrub #rosmarsdetoxdrink #okadamanila,"rosmar,okadamanila,rosmarsdetoxdrink,rosmarbleachingwhippedscrub",7069796075724475675,378522,6896437580359895810,PH,2121,1646065171,1148,3084521,https://www.tiktok.com/@rosmartan/video/7069796075724475675
maculet22,One windy night. #vacaymode #detox #nointernet #nosignal #purebonding,"detox,vacaymode,nointernet,nosignal,purebonding",7069781429059718427,27,7069781439675403034,PH,0,1646061761,0,96,https://www.tiktok.com/@maculet22/video/7069781429059718427
michellelucenio,"Yung gusto mo entry to,kaso hindi nakisama. efflex ko nalang detox drink ko😊 #indaymichellelucenio #detoxdrink #weightlosschallenge","detoxdrink,weightlosschallenge,indaymichellelucenio",7069770988191239451,9,6941986827163142913,PH,1,1646059330,1,60,https://www.tiktok.com/@michellelucenio/video/7069770988191239451
judyjudyjudyz,Detox everything 💚 #travel #nature #trending #foryou #fyp #roadtrip,"nature,roadtrip,travel,trending,foryou,fyp",7069769109252132122,4,7065781432539024134,PH,0,1646058892,0,62,https://www.tiktok.com/@judyjudyjudyz/video/7069769109252132122
efrenponks,Sa mga nagrequest ng 3-day detox ng gallstone. Ito lang ang nakita kong file.,,7069769002683354395,6,6746993352891189249,PH,8,1646058868,0,404,https://www.tiktok.com/@efrenponks/video/7069769002683354395
herjdescallar,Another challenge for myself – 30 DAY DETOX IS HERE!! Let’s go for a healthy and happy life✨🥰 #Teamiblends #detoxifying #stayhealthystayhappy #fyp,"fyp,detoxifying,teamiblends,stayhealthystayhappy",7069761746352737562,3,7012418685637856005,PH,0,1646057178,0,79,https://www.tiktok.com/@herjdescallar/video/7069761746352737562
guadzpangilinan,#detoxdrink #fyoupage #fypシ #healthyliving #fypage #detoxtea,"detoxtea,healthyliving,detoxdrink,fypage,fyoupage,fypシ",7069753795353365786,3,238120915442843648,PH,0,1646055327,0,315,https://www.tiktok.com/@guadzpangilinan/video/7069753795353365786
mhicocorpuz28,#hair color w/ detox#mycreation💦💦 # touch by me 👍👍😍,"hair,mycreation💦💦",7069752494456376603,2,7063339577901025282,PH,0,1646055024,1,43,https://www.tiktok.com/@mhicocorpuz28/video/7069752494456376603
amazonbesthaul,Perfect way to lose weight? Here's how! The same antibacterial properties a copper mug has will help you detoxify your body effectively. #weightloss,weightloss,7069744912631139610,0,6990261548220533510,PH,0,1646053259,1,59,https://www.tiktok.com/@amazonbesthaul/video/7069744912631139610
ienav24,💚💚💚#skinnybrew #detox #antiaging #whitening,"detox,whitening,antiaging,skinnybrew",7069733558226554139,2,7056975509536017158,PH,0,1646050615,0,22,https://www.tiktok.com/@ienav24/video/7069733558226554139
zeikka2,May nauto na namang tita ang batang makulit 😅😅Para wag lang umiyak pagbigyan na 🤭🤣 #frozencollagenwhitening #detoxislim💊,"frozencollagenwhitening,detoxislim💊",7069694979500805403,26,7069695003957676826,PH,0,1646041633,0,103,https://www.tiktok.com/@zeikka2/video/7069694979500805403
brielle_ds,Beach ready na ba ang lahat? try nyo tong 14 days detox tea para sa balik alindog. check out na sa shopee. Tiny Hands PH #balikalindog #paydaysale,"balikalindog,paydaysale",7069693075928501530,0,7058185618890704898,PH,0,1646041190,0,26,https://www.tiktok.com/@brielle_ds/video/7069693075928501530
rnthsb23,Quick detox 🏞 #offduty #weekendvibe,"offduty,weekendvibe",7069679653471948059,2,6886973950379706370,PH,0,1646038065,0,103,https://www.tiktok.com/@rnthsb23/video/7069679653471948059
shengfronda_beautebenie,@beautebenieofficial Detoxifying Milk Tea sa mainit na araw🥤 #detoxtea #milktealover #fyp #wellnesstips,"fyp,detoxtea,milktealover,wellnesstips",7069678024102333723,16,6820895994511624194,PH,15,1646037685,6,285,https://www.tiktok.com/@shengfronda_beautebenie/video/7069678024102333723
moh_hams,Day 1 American Lemon.. Pampanipis daw ng tyan..😅 Try Lang.. #lemon #Detox,"detox,lemon",7069673870441188635,4,6801249117310830593,PH,0,1646036718,0,246,https://www.tiktok.com/@moh_hams/video/7069673870441188635
keiphy143,"Ayaw ng milk, gusto detox juice. 😭",,7069671230097411354,5,6561285661289581326,PH,0,1646036103,0,151,https://www.tiktok.com/@keiphy143/video/7069671230097411354
rosmartan,Sali na at maiuwi ang 5Ok or BRAND NEW MIO SPORTY❤️ (sh0pee: rosmar's detox drink)🤭#rosmar #rosmarsdetoxdrink #rosmarsdetoxdrinkbiggestloserchallenge #alagangrosmar,"rosmar,alagangrosmar,rosmarsdetoxdrink,rosmarsdetoxdrinkbiggestloserchallenge",7081396864653757723,1006,7081396712400620314,PH,53,1648766193,13,27004,https://www.tiktok.com/@rosmartan/video/7081396864653757723
halid_mrhm,detox before ramadan ❣️ #Medtech #AfterDuty,"medtech,afterduty",7081314063048903937,4,7005468259059338010,PH,0,1648746913,0,95,https://www.tiktok.com/@halid_mrhm/video/7081314063048903937
sherwilynaniel,from 105 kilo to 95 kilo in 4weeks #detox weight lost,detox,7081292076507204890,1,6829855102757620485,PH,0,1648741792,0,22,https://www.tiktok.com/@sherwilynaniel/video/7081292076507204890
charmileen10,My kind of detox juice.                            #Glutaberryjuice                                  #wonderline,"wonderline,glutaberryjuice",7081287809524354330,1,7081287793170844443,PH,0,1648740799,0,293,https://www.tiktok.com/@charmileen10/video/7081287809524354330
angeliensuarez,Day 9 kahit saan mapunta dala2 ko tong rosmar detox drink na lychee 😌 masarap kasi #rosmar #alagangrosmar #rosmarsdetoxdrink #rosmarsdetoxdrinkbiggestloserchallenge,"rosmar,alagangrosmar,rosmarsdetoxdrink,rosmarsdetoxdrinkbiggestloserchallenge",7081278315599891738,8,7081278332796455707,PH,0,1648738589,1,129,https://www.tiktok.com/@angeliensuarez/video/7081278315599891738
ivanalechonkawali,#HealthyDrinks#Detox #Skinnybrewwellness#SkinnyBrewAcaiBerry 🫐🍹😋 @jessybellen,"detox,healthydrinks,skinnybrewwellness,skinnybrewacaiberry",7081277828318186778,1,7081277871586954010,PH,0,1648738475,0,9,https://www.tiktok.com/@ivanalechonkawali/video/7081277828318186778
healthydetoxpatches,Made from natural ingredients - Safe to use! #patchnavel #foryou #trending #detoxpatch #healthydetoxpatch #weightlosspatch #slimmingpatches #bellypatch #slimming #slimmingworlduk,"trending,foryou,slimming,slimmingworlduk,detoxpatch,patchnavel,slimmingpatches,bellypatch,weightlosspatch,healthydetoxpatch",7081276056082205979,4,6774212131911895042,PH,0,1648738063,2,1394,https://www.tiktok.com/@healthydetoxpatches/video/7081276056082205979
zeahamarah,Sarap ng Rosmar Detox Lychee and Lemon ice tea#fyp,fyp,7081274723820129562,4,7056727945024457474,PH,1,1648737752,0,143,https://www.tiktok.com/@zeahamarah/video/7081274723820129562
aandreaandal,“Detoxing” your skin. #bodyscrub #skincare #himalayansalt #detox #vitaminE #sunfloweroil,"detox,vitamine,skincare,bodyscrub,himalayansalt,sunfloweroil",7081255407565425947,15,7081255437345016602,PH,0,1648733255,0,1791,https://www.tiktok.com/@aandreaandal/video/7081255407565425947
laarnimanalo123,"day 18 dahil rest dat inim muna ng lychee detox drink sarap din nya da mainit,, nkakarelax tnx rosmar @rosmartan#rosmar#alagangrosmar#rosmarsdetoxdrink#Rosmarsdetoxdrinkbiggestloserchallenge","rosmar,alagangrosmar,rosmarsdetoxdrink,rosmarsdetoxdrinkbiggestloserchallenge",7081222052115500314,4,7011464966410602497,PH,0,1648725489,2,641,https://www.tiktok.com/@laarnimanalo123/video/7081222052115500314
_nursestefy,Detoxify your mind,,7081213680687271194,6,6728242037365147650,PH,0,1648723540,0,92,https://www.tiktok.com/@_nursestefy/video/7081213680687271194
loveyourskinbydanilynver,"Glutathione + Ascorbic Acid + Alpha Lipoic AcidRepairs skin cells, boosts immune system, detoxifies liver, helps neutralize oxidative stress from free radicals, eliminates toxins and heavy metals from the body and improves skin complexion.This most powerful antioxidant is applied by our registered nurse directly into your bloodstream.BGC TAGUIG CITY BRANCHCLINIC HOURS :Tuesday-Sunday 9am-7pm UNIT 120 FORBESWOOD HEIGHTS RIZAL DRIVE BONIFACIO GLOBAL CITY TAGUIG CITY 1634 TAGUIG PHILIPPINE",,7081184510070525211,6,7081184485552048922,PH,1,1648716748,2,331,https://www.tiktok.com/@loveyourskinbydanilynver/video/7081184510070525211
arxzeeeee,Detox Moments#17videochallenge #fyp,"fyp,17videochallenge",7081176367861107995,2,7073099875462646555,PH,0,1648714852,2,134,https://www.tiktok.com/@arxzeeeee/video/7081176367861107995
kramerford,"What I love of @savougeaesthetics  Celebrity Glutadrip cause it also has a Placenta, an anti-aging formula that maintains skin elasticity, hydration, and firmness. It apparently detoxifies the liver. Tayong mga Lalaki, kailangan maalaga tayo sa sarili para di iwan ng jowa! 😁 #Glutadrip #AlagangSavouge #LalakengMarangal #Fyp","fyp,lalakengmarangal,glutadrip,alagangsavouge",7081174134163623195,341,7063510466898692131,PH,2,1648714332,2,9862,https://www.tiktok.com/@kramerford/video/7081174134163623195
jeekayyshoppe,6months detoxifying,,7081167041746504986,3,6709395754143713282,PH,0,1648712681,0,51,https://www.tiktok.com/@jeekayyshoppe/video/7081167041746504986
ladymorningstar0503,#fyp #driedfruittea#fruittea #detox  enjoy the benefits♥️,"detox,fyp,fruittea,driedfruittea",7081164591060765978,2,242977707800637440,PH,0,1648712110,0,686,https://www.tiktok.com/@ladymorningstar0503/video/7081164591060765978
rosmartan,Reply to @liezlbelmoro27 sh0pee: rosmar's detox drink ❤️ #rosmar #alagangrosmar #rosmarsdetoxdrink #rosmarsdetoxdrinkbiggestloserchallenge,"rosmar,alagangrosmar,rosmarsdetoxdrink,rosmarsdetoxdrinkbiggestloserchallenge",7081155512083025178,2114,7081155554160184090,PH,133,1648709996,98,20753,https://www.tiktok.com/@rosmartan/video/7081155512083025178
mariamariamlugmay,detoxxxxxx time ❣,,7081139679336205595,14,6722656094272883458,PH,0,1648706310,0,192,https://www.tiktok.com/@mariamariamlugmay/video/7081139679336205595
kangen.philippines,"🔹BETTER HYDRATION AND DRINKABILITY🔹💧Kangen water is ionized into 4 – 6 molecules per cluster, allowing our bodies to better absorb the water and stay well hydrated while carrying out our daily activities.🏃‍♀️🏃💦Because of Kangen Water’s excellent hydration abilities, we can stay hydrated throughout the day without an “over bloated” feeling from drinking the recommended 8 glasses of water a day.💁‍♂️💁‍♀️#detoxwater #detoxyourbody #antiaging #antiinflammatory #antiinflammatorydiet","detoxwater,antiaging,antiinflammatory,antiinflammatorydiet,detoxyourbody",7081113095782812955,1,7081113140104088347,PH,0,1648700121,0,19,https://www.tiktok.com/@kangen.philippines/video/7081113095782812955
drbergofficial,Find out why cruciferous vegetables are the best foods for detoxifying your body. #drericberg #cruciferous #vegetables #keto #ketodiet #fyp,"vegetables,fyp,keto,cruciferous,ketodiet,drericberg",7092516260860185883,194,7092516212785138458,PH,4,1651355135,13,6398,https://www.tiktok.com/@drbergofficial/video/7092516260860185883
bddrmichellewood,Vibrant Glow Gluta has collagen qnd Vitamin C💖#nakakaGLow #VibrantGow #whitening #VibrantVitaminC  #ImmuneBooster #VibrantCombo #foryou #Detox #goodnight @vibrantwellnesscorp,"goodnight,detox,foryou,whitening,immunebooster,vibrantvitaminc,vibrantcombo,nakakaglow,vibrantgow",7092393908629425434,9,5000000000402359823,PH,0,1651326639,0,127,https://www.tiktok.com/@bddrmichellewood/video/7092393908629425434
jenneeeeh,Detox🤡 #fyp #tiktokphilippines,"fyp,tiktokphilippines",7092362592491949339,36,7005488904308574982,PH,4,1651319348,0,1373,https://www.tiktok.com/@jenneeeeh/video/7092362592491949339
_coffeekath,Can I just stay here... 🏝⛰🌊 #katravels #zambales #discoverzambales #anawangincovezambales #nagsasacove #caponesisland #talisayencove #destinarebeachresortsandcampsite #detoxing #unwind #for #foryoupage #foryourpage #fyp #fypシ #fypage #feed #share,"share,for,feed,fyp,unwind,zambales,nagsasacove,detoxing,caponesisland,foryoupage,foryourpage,fypage,anawangincovezambales,talisayencove,katravels,fypシ,discoverzambales,destinarebeachresortsandcampsite",7092362565644307738,185,6997755321418517274,PH,2,1651319342,54,4044,https://www.tiktok.com/@_coffeekath/video/7092362565644307738
bellaamoresmb,Some of the benefits of Vitabeers Detox Vitamins ✨ LINK ON MY BIO! 💕 #vitabearsskinvitamins,vitabearsskinvitamins,7092344005161241882,84,6699360508916534030,PH,1,1651315020,7,6400,https://www.tiktok.com/@bellaamoresmb/video/7092344005161241882
elleeeee.eeee,Dark detox is the key!  @brilliantskinessentials @brilliantcafedarkdetox @iammissglenda #brilliantdarkdetoxcoffee,brilliantdarkdetoxcoffee,7092333411687271706,126,6783030549704345602,PH,4,1651312554,2,6295,https://www.tiktok.com/@elleeeee.eeee/video/7092333411687271706
cmbeautyandessentials,vitabears🐻 detox🐻,,7092324846658407706,2,7082370286401702683,PH,0,1651310559,0,306,https://www.tiktok.com/@cmbeautyandessentials/video/7092324846658407706
mr.marcelino30,PROMO ALERT ‼ Get Php500 OFF our 𝟕𝟐-𝐇𝐨𝐮𝐫 𝐂𝐥𝐞𝐚𝐧𝐬𝐞 𝐚𝐧𝐝 𝐑𝐞𝐬𝐞𝐭 𝐃𝐞𝐭𝐨𝐱 𝐏𝐫𝐨𝐠𝐫𝐚𝐦 from April 25-May 10! 🌱✨Package inclusions:• 21 Detox Juices• 3 Alkaline Water• 9 Soups• GAÏA Extra Virgin Coconut OilBenefits:✅ Give digestion system a rest ( revitalize and cleanse)✅ Detoxify Kidney✅ help cleanse the body from harmful free radicals✅ Boost your energy✅ Fight inflammation✅ Healthy weight loss✅ HydrationMessage us for orders and inquiries!------------------,,7092322369041075483,9,7092014860493507355,PH,0,1651309982,2,238,https://www.tiktok.com/@mr.marcelino30/video/7092322369041075483
bellaamoresmb,Detoxify now with #vitabearsskinvitamins Available at shopee link on my bio! ✨,vitabearsskinvitamins,7092314874813910298,11,7075534292511689498,PH,2,1651308238,1,1141,https://www.tiktok.com/@bellaamoresmb/video/7092314874813910298
marjfermanojourney,"Using a machine to detoxify all toxin accumulated in our body. Its really very nice and feel good after using it. When your taking vitamins or food supplement, it’s a best combination. If you want to have yours, comment here, i will refer you to a legit distributor😊#behealthywithoceanminerals",behealthywithoceanminerals,7092248918766996763,3,6943413388470929410,PH,1,1651292881,0,119,https://www.tiktok.com/@marjfermanojourney/video/7092248918766996763
3htrends,"Let's go back from the basic..Flush out what you eat much‼️Let our detoxi glow juice do it for you.👌👌👌Keep in mind that a healthy, glowing outside...starts from detoxing inside ✨🛒🛒 https://shp.ee/62bbfbx #ketoblend #ketoblenddetoxiglowjuice #detox #fyp #foryourpages","detox,fyp,foryourpages,ketoblend,ketoblenddetoxiglowjuice",7092239140925869339,2,7092239151979367194,PH,0,1651290604,0,423,https://www.tiktok.com/@3htrends/video/7092239140925869339
ivanalechonkawali,#HealthyDrinks#Detox #Skinnybrewwellness#SkinnyBrewCoffee 🤎☕@jessybellen,"detox,healthydrinks,skinnybrewcoffee,skinnybrewwellness",7092237341045132571,3,7092237369105042203,PH,0,1651290186,0,124,https://www.tiktok.com/@ivanalechonkawali/video/7092237341045132571
ivymira143,wag nyo na pansinin yung mata ko HAHAHAH. sarap ng lychee flavor na rosmar fiber detox @Mrs. Harisson👰🏻‍♀️ #rosmar #rosmarlychee #rosmarfiberdetoxdrink #rosmardetoxdrink #fypシ #fyp #IvyMira🍒🔥,"fyp,rosmar,fypシ,ivymira🍒🔥,rosmardetoxdrink,rosmarlychee,rosmarfiberdetoxdrink",7092237222593744155,29,7087881586011966235,PH,0,1651290158,0,1685,https://www.tiktok.com/@ivymira143/video/7092237222593744155
solaiya_pribashee,I can dance! 😏😎 And my daily detoxification by dancing or singing. #mentalhealthmatters  #stopthestigma #detoxify #tiktok #fyp,"tiktok,fyp,mentalhealthmatters,stopthestigma,detoxify",7092195998360997146,7,7061640434195876614,PH,0,1651280560,0,721,https://www.tiktok.com/@solaiya_pribashee/video/7092195998360997146
cokiefindsph,Yung nasa bahay kana kaya handa kanang makipagbakbakan sa banyo #fiberjelly #fiberjellyplus #jellyace #sabanyotitira #fyp #slimming #fabandfit #trend #viral #tiktok #detox #byebilbil,"detox,viral,tiktok,trend,fyp,jellyace,slimming,fabandfit,byebilbil,fiberjelly,fiberjellyplus,sabanyotitira",7092161800610811162,107,7084201528721950722,PH,3,1651272599,6,16875,https://www.tiktok.com/@cokiefindsph/video/7092161800610811162
jhane_0255,"REAL RESULTS from real organic ingredients! 💯✨ Sa sobrang siksik at healthy ng YogaBodyShape’s 20-in-1 Green Fiber Coffee at Detox Juice, with consistency and healthy lifestyle, talagang makikita mo ang tunay na resulta towards your weight goal! 🍃SMALL PROGRESS IS A PROGRESS! Walang nagsisimula sa malakihang changes! Just trust the process and celebrate the progress!Hanayaka is here for you! LABAN LANG! #Hanayaka #HanayakaMain #LifeBeginsAfterFiberCoffee #LetYourBoDetox #YogaBodyShape","hanayaka,yogabodyshape,hanayakamain,letyourbodetox,lifebeginsafterfibercoffee",7092085309457861915,9,7072755406749109019,PH,0,1651254788,0,43,https://www.tiktok.com/@jhane_0255/video/7092085309457861915
vibrantlynhopello,"Vibrant Skin Beauty Bar SoapsWhitening, detox and Acne Clearing Soaps💖✨#vibrantskin",vibrantskin,7104039983161347355,1,6756443898928824327,PH,0,1654038204,2,349,https://www.tiktok.com/@vibrantlynhopello/video/7104039983161347355
roxanearcilla,"alagang  jeffrey, healthy glow detox drink at tokyo collagen capsules yern🤣",,7104032115590712603,9,7095264836614900506,PH,0,1654036373,0,136,https://www.tiktok.com/@roxanearcilla/video/7104032115590712603
carmensbeautyessentials,Aaiii mam.... Mg Glutaslim ka mam.. 320 /box 10sachet na po.. Daming Health benefits... ☕✨😍 #GlutaSlimNation #teamGlutaSlim #GLUTAslimmers #GlutaSlimCoffee #detoxifyingcoffee #GLUTASlim #whiteningcoffee #antiagingCoffee #slimmingcoffee #FDAApproved #HALALCertified #carmensbeautyessentials @glutaslim,"slimmingcoffee,fdaapproved,halalcertified,detoxifyingcoffee,whiteningcoffee,glutaslim,glutaslimcoffee,glutaslimnation,antiagingcoffee,teamglutaslim,carmensbeautyessentials,glutaslimmers",7103923562108554523,3,7101428479236868890,PH,0,1654011096,0,33,https://www.tiktok.com/@carmensbeautyessentials/video/7103923562108554523
missanne_1986,Kape-Hanne’s Detox Tea #driedfruittea #detoxtea #detoxteaforweightloss #healthyliving #kapehanne #kapehannedetoxtea #healthybody #boostimmunesystem #natural #locallymade #fypシ,"natural,detoxtea,healthyliving,healthybody,fypシ,locallymade,boostimmunesystem,detoxteaforweightloss,driedfruittea,kapehanne,kapehannedetoxtea",7103887042001653019,7,7103887088869018395,PH,0,1654002593,1,387,https://www.tiktok.com/@missanne_1986/video/7103887042001653019
intramazinglady,secrets for having a healthy body 😊 will detoxify toxins in our body 😊#fyp #foryoupage #fypシ,"fyp,foryoupage,fypシ",7103850972274838810,2,7095636141373688578,PH,0,1653994196,0,232,https://www.tiktok.com/@intramazinglady/video/7103850972274838810
anettesbeautyshop,sarap ng kape ko. Glutalipo coffee classic.l☕Detox Is Real👌,,7103832388119170330,11,7004710720583682843,PH,0,1653989868,1,239,https://www.tiktok.com/@anettesbeautyshop/video/7103832388119170330
momshnick21,heatheea glow detoxifying drink with collagen mo na yan😘😘😘,,7103815560546372891,3,6905188965973084930,PH,0,1653985950,0,21,https://www.tiktok.com/@momshnick21/video/7103815560546372891
jukumelon,Ganda talaga Ng Products mo ate Rosmar ❣️ Waiting for Rosmar Detox Drink😁🥰 #newlypurchase #rosmarproducts  @Mommy Rosmar🤱🏻,"rosmarproducts,newlypurchase",7103811427386821915,19,7084201528721950722,PH,1,1653984987,3,3300,https://www.tiktok.com/@jukumelon/video/7103811427386821915
tiktokhealthytips,How can I detox my body naturally? Link in comment section. #fyp #detox #natural #tiktok #share #health #how #follow,"share,how,follow,natural,health,detox,tiktok,fyp",7103754531342765338,9,6878987207034554370,PH,0,1653971740,0,230,https://www.tiktok.com/@tiktokhealthytips/video/7103754531342765338
ladybern815,#stayhealty live to the fullest..       #STAYFIT avoid obesity eliminate cholesterol and sugar level to avoid diabitis.. #detox .. #Visit fb  page health wellness and wealth,"detox,stayfit,visit,stayhealty",7103695137087196443,0,7084201528721950722,PH,0,1653957912,1,115,https://www.tiktok.com/@ladybern815/video/7103695137087196443
missyhen22,Coffee that can make you Skinny and Blooming every dayHere Are The Amazing Benefits:-Stop Craving-Maintain Goal Weight-Give Glow Skin-Detoxify Your Body-Safe and Natural Ingredients-FDA Approve CoffeeAno pang Hinihintay nyo!Stay Fit and Beautiful In and Out!   #sip2fitcoffee #Slimming&Whitening #fypシ #fypage #trending #foryou #coffeeshop,"trending,foryou,coffeeshop,slimming,fypage,fypシ,sip2fitcoffee",7103667669039140122,40,7103667562172533531,PH,0,1653951519,2,371,https://www.tiktok.com/@missyhen22/video/7103667669039140122
mommymmimmommu,𝙇𝙤𝙜 𝙤𝙛𝙛. 𝙎𝙝𝙪𝙩 𝙙𝙤𝙬𝙣. 𝙂𝙤 𝙤𝙪𝙩𝙨𝙞𝙙𝙚. 𝙂𝙤 𝙩𝙤 𝙩𝙝𝙚 𝙢𝙤𝙪𝙣𝙩𝙖𝙞𝙣𝙨. #osprey #hydroflask #birkenstocks #hike #hiking #trek #trekking #mountain #fyp #fypシ #detox #detoxification #nature #naturevibes,"mountain,hiking,nature,detox,hike,fyp,trek,birkenstocks,trekking,hydroflask,naturevibes,osprey,detoxification,fypシ",7103564146662247707,4,189725562226073600,PH,0,1653927413,0,28,https://www.tiktok.com/@mommymmimmommu/video/7103564146662247707
ivanalechonkawali,SKINNY BREW by Jessy & Co.#HealthyDrinks#Detox #Skinnybrewwellness#skinnybrewcoffee @jessybellen,"detox,healthydrinks,skinnybrewcoffee,skinnybrewwellness",7115183549136801025,2,7115183565835012865,PH,0,1656632777,0,214,https://www.tiktok.com/@ivanalechonkawali/video/7115183549136801025
imsteffymari,SKL TRY NIYO TO MGA MARE! ANG SARAP NITO. 💛 #serpentinacoffee #slimming #whitening #detox #antioxidants #vrtbrilliantmineraloil #clapsnap #clapsnapdancechallenge,"detox,whitening,clapsnap,slimming,antioxidants,clapsnapdancechallenge,serpentinacoffee,vrtbrilliantmineraloil",7115113520944909594,635,7115113565199076123,PH,2,1656616476,0,4432,https://www.tiktok.com/@imsteffymari/video/7115113520944909594
therpats,"To effectively remove or lower the percentage of visceral fat, do the cleanse(DETOX FIRST). C9 program is a perfect combination for detoxifying our body. For more information, Just PM me📲 #fypシ #fyp","fyp,fypシ",7115031884861672730,6,5000000000402359823,PH,1,1656597457,2,199,https://www.tiktok.com/@therpats/video/7115031884861672730
aira_jill16,Eto naba ang sagot ?? 😮 Let's See🥰 @Mommy Rosmar🤱🏻 for the Glow up!! pag effective pakyawin na at mag reseller Tayo @fafi_rhen ! bukas po mag titimbang ako and let's see kung after isang box may changes. #kagayakusoap #detoxdrink #kagayakucapsule,"detoxdrink,kagayakusoap,kagayakucapsule",7115025838705282331,5,7084201528721950722,PH,3,1656596048,0,211,https://www.tiktok.com/@aira_jill16/video/7115025838705282331
_merch2go11,Beautiful Skin is a healthy Skin! Shop your favourite #vegansoap now! #vegan #skincare #skincareroutinetips #skinroutine #barsoap #bars #merch2goph #sunflower #himalayan #detox #ccg,"vegan,detox,bars,ccg,sunflower,skincare,himalayan,barsoap,skinroutine,vegansoap,skincareroutinetips,merch2goph",7115021918650076442,1,7093791030025243394,PH,0,1656595137,1,282,https://www.tiktok.com/@_merch2go11/video/7115021918650076442
mommychuchai22,It's my first Day using Detox Brilliant coffee 🥰#brilliantskinessentials #darkdetoxcoffee #slimmingcoffee #fyp #foryou,"foryou,fyp,slimmingcoffee,brilliantskinessentials,darkdetoxcoffee",7115016585990982939,5,6965141837455919873,PH,0,1656593895,0,530,https://www.tiktok.com/@mommychuchai22/video/7115016585990982939
aureliarebarbosaq,The best product for Detoxification...,,7115015312763931930,5,6920523382286993410,PH,0,1656593598,2,277,https://www.tiktok.com/@aureliarebarbosaq/video/7115015312763931930
noonamaria_20,Got this yummy gummy bears! 😍😍😍 Now I got my Detox Vitamins and Skin Vitamins. 😊😊😊 #vitabears #loveit #fypシ  @vitabears,"loveit,fypシ,vitabears",7115001651072666907,2,6706436817605888001,PH,0,1656590417,0,313,https://www.tiktok.com/@noonamaria_20/video/7115001651072666907
queenleah_22,"Lanna Foot Patch is made with natural ingredients, which will support vitality, improve sleep quality, relieves stress and tension, enhance mood, better well-being, remove odor, and so on. Ingredients: Charcoal powder, Curcuma longa root powder, Alliumcepa bulb extract, Chitin, Cellulose, Dextrin, Bamboo vinegar. #footpatch #footpatchdetox #lanna #wellness #health #healthandwellness #charcoal #amazinglife #amazinglifestyle #amazinglifehacks #detoxification","health,wellness,lanna,amazinglife,charcoal,amazinglifehacks,healthandwellness,detoxification,amazinglifestyle,footpatch,footpatchdetox",7114996665609637147,5,6974505122579630081,PH,0,1656589256,0,590,https://www.tiktok.com/@queenleah_22/video/7114996665609637147
jeffmanchos,Introducing ALTA FRESH of WE PROVIDEGUYABANO AND WHEAT GRASS BLEND and ACAI WITH BARLEYSTEVIA SWEETENER ♥️♥️♥️Gusto mo bang mag Detox eto Ang GUYABANO WITH WHEAT GRASS AND ACAI BERRY WITH BARLEY na mamahalin mo dahil sobra marerefresh ka.ANTI OXIDANTANTI BACTERIALANTI INFLAMMATORY PROPERTIESSakit na nakakainis Ali's💪💪💪✅Type II Diabetes✅Relieve anxiety✅Treat Alzheimer's disease✅ Help memory loss✅Improve hand-eye coordination✅It can give energy✅Lower Cholesterol✅It can boost,,7114962487404956954,1,7084201528721950722,PH,0,1656581299,0,239,https://www.tiktok.com/@jeffmanchos/video/7114962487404956954
doc.dimple,#detox muna ako sa fb and messenger try ko lang haha,detox,7114932487788219675,28,7104963634484267802,PH,0,1656574314,0,111,https://www.tiktok.com/@doc.dimple/video/7114932487788219675
romarphguiding,how to detox❓#fyp #exercise #,"exercise,fyp",7114914000697134363,28,6896079657045624834,PH,0,1656570010,0,978,https://www.tiktok.com/@romarphguiding/video/7114914000697134363
vidavidz31,Uling ang deo ko for todays videooooow! Sornaaaa!😂🤣 #thursdayAwraaaaaaaa #workout #workoutroutine #workoutchallenge #planks #sideplanklift #crunches #russiantwist #hulahoops #coffee #detoxcoffee #thaikyomacchiato #thaikyo,"workout,coffee,planks,hulahoops,crunches,workoutchallenge,workoutroutine,russiantwist,detoxcoffee,thaikyo,thaikyomacchiato,thursdayawraaaaaaaa,sideplanklift",7114911770971622682,1,6678884126759586562,PH,0,1656569491,1,270,https://www.tiktok.com/@vidavidz31/video/7114911770971622682
