query,cluster,text,videosNumber,ids
detox,6,voeden,3,7104186065296051461|7283951359613832480|7104186065296051461
detox,6,nutritionalcleansing,3,7104186065296051461|7104186065296051461|7283152761808555297
detox,6,voeding,25,7125390014782950661|7153632159822138629|7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7221519739594542341|7258939731495505179|7293817174374780192|7293157946471583008|7194812069835754758|7239405587950308634|7238940132701736219|7105260452975889669|7125390014782950661|7153632159822138629|7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7221519739594542341|7258939731495505179|7265211977553693984|7293817174374780192|7293157946471583008
detox,6,keto,7,7116166330209815813|7217107180770675974|7250231729523379483|7080600221616459013|7250231729523379483|7116166330209815813|7250231729523379483
detox,6,vitaminen,5,7127993533532851462|7153632159822138629|7127993533532851462|7153632159822138629|7249998050632928539
detox,6,diabetes,3,7139513847341124870|7139513847341124870|7198236039884950790
detox,6,vegan,23,7156663523517402374|7190719786337242374|7210807931204406533|7249052078994165018|7280027645662825760|7279052787005115680|7067111825573285126|7081180565369605381|7078810502301814022|7182310243253161222|7182246601505770758|7204551600315043078|7216777377123241221|7216677094103829766|7216590355918114053|7227090588104019227|7306918249722039585|7156663523517402374|7190719786337242374|7210807931204406533|7249052078994165018|7280027645662825760|7279052787005115680
detox,6,groenten,5,7155922938191990022|7268277641050901792|7227456992158240026|7155922938191990022|7268277641050901792
detox,6,vitamines,12,7161863142790712582|7231155724972330266|7280069968769600800|7279061360443444513|7276689033315634464|7182185858848558341|7250076439150595354|7161863142790712582|7231155724972330266|7280069968769600800|7279061360443444513|7276689033315634464
detox,6,supplementen,18,7161863142790712582|7210090669803588869|7209635358244343046|7268277641050901792|7280069968769600800|7279061360443444513|7276689033315634464|7274497973743127840|7293157946471583008|7161863142790712582|7210090669803588869|7209635358244343046|7269663248943779105|7268277641050901792|7280069968769600800|7279061360443444513|7276689033315634464|7293157946471583008
detox,6,supplement,11,7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7226237217411239195|7092021006167969030|7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7226237217411239195
detox,6,eetlust,8,7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645
detox,6,groente,4,7190296637464464645|7081180565369605381|7239014506427419931|7190296637464464645
detox,6,dieet,6,7190071420444101893|7091369631209819397|7114976189005024518|7190071420444101893|7210039169698041094|7265211977553693984
detox,6,voedingscoach,3,7190071420444101893|7190071420444101893|7265211977553693984
detox,6,vitamine,4,7185602067304713477|7258939731495505179|7135958422956166406|7258939731495505179
detox,6,waterdrinken,5,7211386248433274118|7210807931204406533|7255644059312606491|7211386248433274118|7210807931204406533
detox,6,juicebrothers,6,7209285116906966277|7206006635184016645|7057823085713509638|7194377818950634758|7209285116906966277|7206006635184016645
detox,6,voedsel,3,7250231729523379483|7250231729523379483|7250231729523379483
detox,6,voedingsweetjes,3,7249052078994165018|7198236039884950790|7249052078994165018
detox,6,superfoods,4,7240892077595266331|7220863625911700762|7233826727519112475|7232230004300598555
detox,6,smoothierecipe,4,7240892077595266331|7058591732228721925|7138027940834512133|7205201846871477510
detox,6,superfood,6,7259016582989466907|7091036522312518917|7102863350819818758|7102858899891522822|7250492122061606171|7259016582989466907
detox,6,voedingstips,5,7258939731495505179|7298269538146110752|7194812069835754758|7258939731495505179|7269663248943779105
detox,6,vitamins,7,7280069968769600800|7279061360443444513|7059425290639969541|7250076439150595354|7261858705338109211|7280069968769600800|7279061360443444513
detox,6,greendrink,3,7295821991146212640|7295821991146212640|7295821991146212640
detox,6,ketonen,5,7302405551202307361|7301023435788979488|7299180242260806945|7296192644168895777|7302405551202307361
detox,6,juices,3,7058674383522368773|7080458476031331590|7101760759683632390
detox,6,smoothiediet,8,7058591732228721925|7137672062042115334|7137346650728631558|7149197805024857350|7148526316273372422|7160777955755560198|7160425500320566533|7249813589224213787
detox,6,smoothie,10,7057925225245166853|7092325279594581253|7138027940834512133|7160777955755560198|7160425500320566533|7205201846871477510|7204893737133018373|7204551600315043078|7261858705338109211|7082636799054564614
detox,6,greenjuice,7,7057925225245166853|7114976189005024518|7125389469171191046|7135958422956166406|7159889042803363077|7250074471153847578|7261555480646995227
detox,6,juicing,6,7081180565369605381|7159889042803363077|7159872999296863494|7159839797085768966|7216798387402722566|7216417638212209925
detox,6,diet,10,7080600221616459013|7092387096605773062|7092011186635476230|7091639315289132294|7216777377123241221|7216677094103829766|7216590355918114053|7216434053787045126|7216346549402619142|7318722545061072160
detox,6,supplements,4,7079304358365580550|7148770561064193285|7205108442137251077|7250076439150595354
detox,6,nutrition,9,7092387096605773062|7092021006167969030|7092011186635476230|7091639315289132294|7148844880968666374|7216777377123241221|7216677094103829766|7216590355918114053|7273523907959803169
detox,6,nutritionist,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,6,اخصائية_تغذية,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,6,نصائح_تغذوية,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,6,nutribelly,9,7113231439889566981|7125051448152444165|7136097495637101830|7135873715719392518|7135474316325506309|7159980284795047173|7227930667600923931|7227171400048545050|7227042397803384090
detox,6,smoothiedietchallenge,3,7160777955755560198|7160425500320566533|7249813589224213787
detox,6,drink,3,7159889042803363077|7159872999296863494|7159839797085768966
detox,6,food,8,7171045912633003270|7182670538064612613|7182284618668723462|7205108442137251077|7204755374430375174|7227782712512367899|7318722545061072160|7265211977553693984
detox,6,dieta,3,7216777377123241221|7216677094103829766|7216590355918114053
detox,6,voedingsadvies,3,7249773821303983387|7318331559763889441|7265211977553693984
detox,6,optimaalvoeden,5,7220863625911700762|7233826727519112475|7232230004300598555|7267495693923700001|7283152761808555297
detox,7,gezondheid,73,7057108774800067845|7098620872835091718|7108355016192298245|7123920466238065925|7155922938191990022|7153632159822138629|7161863142790712582|7179571155286674693|7177331270899338502|7190071420444101893|7214200334757973254|7226237217411239195|7221519739594542341|7236449618521820443|7258939731495505179|7273029222002740512|7280069968769600800|7279061360443444513|7276689033315634464|7294555153548496160|7293817174374780192|7293157946471583008|7293126445407145248|7298269538146110752|7308310409457437985|7092021006167969030|7114750390024834309|7124726543644970246|7136207140099804421|7148773749603552518|7182823900353481990|7182185858848558341|7194812069835754758|7216764300986273029|7227927503707426075|7227417446729239835|7238940132701736219|7307280828298562849|7098620872835091718|7108355016192298245|7104308907614522630|7123920466238065925|7127537519004028166|7155922938191990022|7154992310588083461|7153632159822138629|7171802458975390981|7161863142790712582|7179571155286674693|7177331270899338502|7190071420444101893|7214200334757973254|7226237217411239195|7221519739594542341|7220863625911700762|7236449618521820443|7233826727519112475|7232230004300598555|7258939731495505179|7273029222002740512|7267495693923700001|7265211977553693984|7283152761808555297|7280069968769600800|7279061360443444513|7278280797419818272|7276689033315634464|7294555153548496160|7293817174374780192|7293157946471583008|7293126445407145248|7304933823094000929|7308310409457437985
detox,7,healthy,53,7054537702909267205|7049326424099949829|7122486342323358982|7155922938191990022|7217107180770675974|7273029222002740512|7294555153548496160|7301040957695200545|7298720755146050848|7316498496696126752|7308310409457437985|7069331394379386118|7091726624353176837|7091639315289132294|7115053088431459589|7114199745920339206|7113231439889566981|7125389469171191046|7135958422956166406|7171590146834435333|7194803424750357766|7205359594015575301|7216777377123241221|7216677094103829766|7216590355918114053|7227927503707426075|7238940132701736219|7250413969272261915|7250032194889010459|7249813589224213787|7273397540240756000|7273221945036950817|7283951359613832480|7296111119863794976|7296105031592332577|7296093810487053600|7296007152005631264|7295782078816308513|7295676780516576544|7295460849869671713|7307249710132170016|7306918249722039585|7318866316335615265|7318722545061072160|7122486342323358982|7155922938191990022|7273029222002740512|7267495693923700001|7265211977553693984|7294555153548496160|7301040957695200545|7316498496696126752|7308310409457437985
detox,7,gezond,30,7054537702909267205|7066863499099573510|7153632159822138629|7177331270899338502|7190071420444101893|7186622171337231622|7226237217411239195|7249701210633047322|7249052078994165018|7266803097517772065|7066863499099573510|7081260691012750598|7079688602707447046|7092021006167969030|7171045912633003270|7182876346325011717|7182185858848558341|7194812069835754758|7261594363455606043|7066863499099573510|7070031029142179077|7153632159822138629|7177331270899338502|7190071420444101893|7226237217411239195|7249701210633047322|7249052078994165018|7266803097517772065|7265211977553693984|7278280797419818272
detox,7,healtylifestyle,7,7064537427649547525|7249052078994165018|7280578702763773216|7080458476031331590|7064537427649547525|7249052078994165018|7280578702763773216
detox,7,levensstijl,8,7103203421607464198|7226237217411239195|7302405551202307361|7301023435788979488|7299180242260806945|7103203421607464198|7226237217411239195|7302405551202307361
detox,7,health,45,7098620872835091718|7139513847341124870|7153632159822138629|7280069968769600800|7279061360443444513|7306532931005189408|7092021006167969030|7092011186635476230|7091036522312518917|7102863350819818758|7114750390024834309|7113566181147135237|7125051448152444165|7124726543644970246|7137268591547780357|7136207140099804421|7135491916644306182|7148773749603552518|7147742532514991366|7147666904738548997|7171468776993541381|7182823900353481990|7194803424750357766|7194377818950634758|7216777377123241221|7216745165858409733|7216677094103829766|7216590355918114053|7216388446372367622|7250076439150595354|7261858705338109211|7261562115314486555|7261555480646995227|7273221945036950817|7273207305108213025|7295839116585864480|7295474896338046240|7318072936760397089|7098620872835091718|7139513847341124870|7153632159822138629|7265211977553693984|7280069968769600800|7279061360443444513|7306532931005189408
detox,7,holistichealth,4,7135062917380132102|7182670538064612613|7182284618668723462|7135062917380132102
detox,7,healthyliving,15,7127993533532851462|7280069968769600800|7279061360443444513|7113566181147135237|7125855657412087045|7147666904738548997|7160674080260148485|7194803424750357766|7194477006355025158|7216777377123241221|7216677094103829766|7216590355918114053|7127993533532851462|7280069968769600800|7279061360443444513
detox,7,gezondeten,24,7127993533532851462|7153632159822138629|7175799694688357638|7258939731495505179|7273029222002740512|7263604078628965665|7275980641341099297|7298269538146110752|7311016749678300448|7113566181147135237|7171045912633003270|7182185858848558341|7194812069835754758|7204893737133018373|7227762053430234394|7318331559763889441|7127993533532851462|7153632159822138629|7175799694688357638|7258939731495505179|7273029222002740512|7269663248943779105|7265211977553693984|7311016749678300448
detox,7,gezondleven,26,7127993533532851462|7153632159822138629|7233829061615734042|7249052078994165018|7280578702763773216|7280069968769600800|7279061360443444513|7290628580185312544|7301747943525190945|7113566181147135237|7194396652529044741|7204890443107110149|7127993533532851462|7153632159822138629|7210404561515760902|7239333902685359387|7233829061615734042|7249052078994165018|7265211977553693984|7280578702763773216|7280069968769600800|7279061360443444513|7278280797419818272|7290628580185312544|7301747943525190945|7312406629318790432
detox,7,healthcoach,6,7139513847341124870|7190071420444101893|7182670538064612613|7182284618668723462|7139513847341124870|7190071420444101893
detox,7,healthyfood,20,7153982766563069189|7153632159822138629|7080954152603421958|7091036522312518917|7102863350819818758|7125855657412087045|7171045912633003270|7183325727763385605|7194803424750357766|7194396652529044741|7205108442137251077|7204755374430375174|7204551600315043078|7216777377123241221|7216677094103829766|7216590355918114053|7295676070999772449|7153982766563069189|7153632159822138629|7265211977553693984
detox,7,gezondevoeding,17,7153632159822138629|7225134458867879195|7250446921175731483|7249071637813923099|7248630170792283418|7292397229124422945|7250446921175731483|7318331559763889441|7153632159822138629|7202321246392962309|7198236039884950790|7225134458867879195|7250446921175731483|7249071637813923099|7248630170792283418|7265211977553693984|7292397229124422945
detox,7,healthylifestyle,51,7175799694688357638|7190071420444101893|7236449618521820443|7245558496752667930|7279035490441923872|7294555153548496160|7298720755146050848|7308310409457437985|7057925225245166853|7092387096605773062|7092011186635476230|7091692218058132742|7091639315289132294|7091264841825979654|7091036522312518917|7102863350819818758|7102858899891522822|7135958422956166406|7135491916644306182|7148770561064193285|7148431121049472262|7171590146834435333|7182310243253161222|7194803424750357766|7205359594015575301|7205108442137251077|7204755374430375174|7204551600315043078|7216777377123241221|7216764300986273029|7216677094103829766|7216590355918114053|7250413969272261915|7250032194889010459|7261858705338109211|7261562115314486555|7296111119863794976|7296105031592332577|7296093810487053600|7295676070999772449|7307249710132170016|7154281698589478149|7175799694688357638|7190071420444101893|7236449618521820443|7234096452186672411|7245558496752667930|7265211977553693984|7279035490441923872|7294555153548496160|7308310409457437985
detox,7,darmgezondheid,10,7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7243803483927776539|7192344833221037318|7191181306196282629|7190789232619687173|7190296637464464645|7243803483927776539
detox,7,gezondelevensstijl,11,7190071420444101893|7245558496752667930|7259016582989466907|7273029222002740512|7182185858848558341|7318321817892965664|7127537519004028166|7190071420444101893|7245558496752667930|7259016582989466907|7273029222002740512
detox,7,gezondeleefstijl,38,7190071420444101893|7216246411850026245|7217107180770675974|7079688602707447046|7080041168096038150|7078562590502210822|7070031029142179077|7088695287950232837|7085973475222883589|7098984703285333253|7093137052010630406|7104308907614522630|7120474393951751430|7137704660776815877|7127195622234443014|7148763022922665221|7140886648832773381|7159446428178320645|7157956582062443781|7154992310588083461|7178867992640507142|7176650559879941381|7175446006052539654|7193237114622840069|7191763393496239366|7190071420444101893|7205118094845545733|7202994724981165318|7202321246392962309|7216246411850026245|7215602473547877637|7215147914677505286|7211177273502764294|7234176486603836698|7234096452186672411|7269663248943779105|7265211977553693984|7281172170963815713
detox,7,therealhealthplan,3,7190071420444101893|7113566181147135237|7190071420444101893
detox,7,wellness,15,7186622171337231622|7226237217411239195|7265320699454131488|7301747943525190945|7092021006167969030|7137268591547780357|7147666904738548997|7216777377123241221|7216677094103829766|7216590355918114053|7307342548152978720|7318866316335615265|7226237217411239195|7265320699454131488|7301747943525190945
detox,7,gezonderecepten,6,7204912918700248325|7240892077595266331|7255644059312606491|7204893737133018373|7227417446729239835|7204912918700248325
detox,7,mentalegezondheid,3,7214200334757973254|7318331559763889441|7214200334757973254
detox,7,healthcare,5,7226237217411239195|7149148973360581894|7194803424750357766|7216673160278854918|7226237217411239195
detox,7,leefstijl,6,7225134458867879195|7298269538146110752|7202321246392962309|7215602473547877637|7225134458867879195|7265211977553693984
detox,7,liverhealth,5,7236449618521820443|7295821991146212640|7295821991146212640|7236449618521820443|7295821991146212640
detox,7,gezondheidenwelzijn,4,7259016582989466907|7301747943525190945|7259016582989466907|7301747943525190945
detox,7,gezondlijf,4,7280578702763773216|7233826727519112475|7232230004300598555|7280578702763773216
detox,7,natuurlijkegezondheid,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,7,holistischwelzijn,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,7,gezondelevesstijl,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,7,guthealth,9,7295821991146212640|7059422316748360965|7138027940834512133|7194456687607106821|7216673160278854918|7238940132701736219|7261555480646995227|7295821991146212640|7295821991146212640
detox,7,innerhealth,3,7295821991146212640|7295821991146212640|7295821991146212640
detox,7,wellnessshots,3,7295821991146212640|7295821991146212640|7295821991146212640
detox,7,guthealthmatters,3,7295821991146212640|7295821991146212640|7295821991146212640
detox,7,gezondheidstips,6,7301747943525190945|7308343709395930401|7171802458975390981|7198236039884950790|7301747943525190945|7308343709395930401
detox,7,womenshealth,3,7059382040302488838|7227090588104019227|7309787896909810976
detox,7,healthybreakfast,3,7057542147725200646|7159889042803363077|7194477006355025158
detox,7,eathealthy,4,7069331394379386118|7069303520519900422|7079795303510985989|7171091344511732998
detox,7,mentalhealth,4,7080283426078625029|7238940132701736219|7273228192876481825|7273221945036950817
detox,7,صحة,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,7,خليك_صحي,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,7,دايت_صحي,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,7,ريجيم_صحي,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,7,healthyrecipes,5,7092316016784510214|7261858705338109211|7261562115314486555|7261555480646995227|7284560576502648096
detox,7,wellnesstips,5,7149148973360581894|7148431121049472262|7147742532514991366|7147666904738548997|7204551600315043078
detox,7,stayhealthy,3,7159889042803363077|7159872999296863494|7159839797085768966
detox,7,healthychoices,5,7159889042803363077|7159872999296863494|7159839797085768966|7295676070999772449|7293793149074296097
detox,7,healthtips,4,7182670538064612613|7182284618668723462|7194803424750357766|7250492122061606171
detox,7,healthyjuice,3,7194396652529044741|7205359594015575301|7204890443107110149
detox,7,healthyhabits,3,7194377818950634758|7250492122061606171|7295676070999772449
detox,7,healthychange,4,7220863625911700762|7233826727519112475|7232230004300598555|7283152761808555297
detox,8,hijamatherapy,3,7049381383046810886|7294555153548496160|7294555153548496160
detox,8,therapie,6,7103203421607464198|7091154639395097861|7090808960076369158|7081969133033655558|7103203421607464198|7312216273511877894
detox,8,cuppingmassage,7,7143362786263928069|7295766490400197921|7311289971124604193|7249893476026862874|7143362786263928069|7295766490400197921|7311289971124604193
detox,8,cellulitetreatment,4,7143362786263928069|7284296077451201824|7143362786263928069|7246020584377748762
detox,8,bindweefselmassage,4,7143362786263928069|7162900503293119750|7143362786263928069|7162900503293119750
detox,8,lichttherapie,3,7157460065392463110|7299488658636148000|7157460065392463110
detox,8,huidtherapie,3,7153716032908070149|7081250441635613958|7153716032908070149
detox,8,therapeut,7,7150033523779325189|7167118055296879877|7167074488562142470|7171949013955071237|7150033523779325189|7167118055296879877|7167074488562142470
detox,8,healing,9,7210731110513331462|7067111825573285126|7160732411561594118|7159624430631521541|7273228192876481825|7091154639395097861|7090808960076369158|7081969133033655558|7210731110513331462
detox,8,healingjourney,4,7210731110513331462|7250189731189902618|7261594363455606043|7210731110513331462
detox,8,relaxing,4,7230894057076067610|7301040957695200545|7230894057076067610|7301040957695200545
detox,8,massage,6,7230894057076067610|7303596161053543713|7069818707761057029|7171949013955071237|7230894057076067610|7303596161053543713
detox,8,treatment,4,7265320699454131488|7160732411561594118|7216425400614915334|7265320699454131488
detox,8,hormoontherapeut,4,7293817174374780192|7293126445407145248|7293817174374780192|7293126445407145248
detox,8,pedicure,3,7291183120945024288|7103603033027693829|7291183120945024288
detox,8,cuppingtherapy,6,7069818707761057029|7284163615295294753|7296234946048314656|7091154639395097861|7090808960076369158|7081969133033655558
detox,8,cryotherapy,6,7114750390024834309|7124726543644970246|7136207140099804421|7148773749603552518|7182823900353481990|7216764300986273029
detox,8,terapigaram,4,7160112988194688262|7159883419659308293|7171586197565787398|7171025907346361606
detox,8,stressrelief,3,7182926448792046853|7273221945036950817|7091154639395097861
detox,8,scalptreatment,5,7182926448792046853|7250121376118426907|7273221945036950817|7307280828298562849|7306987117509479712
detox,8,scalpmassage,3,7273207305108213025|7295839116585864480|7295474896338046240
detox,8,therapy,3,7091154639395097861|7090808960076369158|7081969133033655558
detox,8,pijntherapie,3,7091154639395097861|7090808960076369158|7081969133033655558
detox,9,crystal,3,7057430050966195461|7210731110513331462|7210731110513331462
detox,9,lifestyle,13,7057108774800067845|7226237217411239195|7316498496696126752|7125855657412087045|7283951359613832480|7296007152005631264|7295782078816308513|7295676780516576544|7295460849869671713|7318072936760397089|7226237217411239195|7225529478485691674|7316498496696126752
detox,9,lezing,3,7057108774800067845|7150033523779325189|7150033523779325189
detox,9,happy,8,7054537702909267205|7114750390024834309|7124726543644970246|7136207140099804421|7182310243253161222|7204893737133018373|7318866316335615265|7174026384136736005
detox,9,instagram,3,7054537702909267205|7125051448152444165|7135873715719392518
detox,9,relax,8,7049381383046810886|7123920466238065925|7186622171337231622|7194892145969401093|7227782712512367899|7307342548152978720|7091154639395097861|7123920466238065925
detox,9,olie,3,7049381383046810886|7265320699454131488|7265320699454131488
detox,9,cupping,19,7049381383046810886|7123920466238065925|7143362786263928069|7295766490400197921|7303596161053543713|7081260691012750598|7080791210004106501|7103119192529980678|7182876346325011717|7227223293047229723|7261935365546675489|7091154639395097861|7090808960076369158|7081969133033655558|7123920466238065925|7143362786263928069|7295766490400197921|7303596161053543713|7312216273511877894
detox,9,hijama,4,7049381383046810886|7294555153548496160|7261935365546675489|7294555153548496160
detox,9,cleanse,6,7049326424099949829|7057823085713509638|7216777377123241221|7216677094103829766|7216590355918114053|7239340925296643354
detox,9,new,5,7066863499099573510|7066863499099573510|7091264841825979654|7318866316335615265|7066863499099573510
detox,9,gym,9,7065231532604116229|7080283426078625029|7091036522312518917|7102863350819818758|7216777377123241221|7216677094103829766|7216590355918114053|7318722545061072160|7065231532604116229
detox,9,bewegen,4,7065231532604116229|7065231532604116229|7157956582062443781|7202321246392962309
detox,9,voorjou,43,7065231532604116229|7122486342323358982|7141312742836817158|7153982766563069189|7227468870930533658|7226237217411239195|7258939731495505179|7264903951395441953|7091726624353176837|7091667431399148806|7114976189005024518|7113231439889566981|7125051448152444165|7124598980750691590|7138045027829304581|7136097495637101830|7135873715719392518|7135481694143958277|7135474316325506309|7160732411561594118|7159980284795047173|7182296640492031238|7227417446729239835|7238940132701736219|7273523907959803169|7273229213535161633|7273221945036950817|7284611331485945121|7306955240023149856|7065231532604116229|7078562590502210822|7122486342323358982|7141312742836817158|7153982766563069189|7202321246392962309|7227468870930533658|7226697491591236891|7226251323505773851|7226237217411239195|7225740155343195419|7225529478485691674|7258939731495505179|7264903951395441953
detox,9,trending,16,7059993974643150085|7299488658636148000|7102319314677615878|7113231439889566981|7125051448152444165|7148770561064193285|7159980284795047173|7171590146834435333|7182296640492031238|7205108442137251077|7204755374430375174|7273207305108213025|7295839116585864480|7295474896338046240|7306962237426650400|7059993974643150085
detox,9,sport,8,7123920466238065925|7114750390024834309|7182823900353481990|7182310243253161222|7273436960167857440|7283951359613832480|7123920466238065925|7157956582062443781
detox,9,energie,21,7123920466238065925|7192590406138252549|7191181306196282629|7190789232619687173|7190719786337242374|7190296637464464645|7057973862167792902|7081357958763793670|7227927503707426075|7123920466238065925|7192590406138252549|7191181306196282629|7190789232619687173|7190719786337242374|7190296637464464645|7220863625911700762|7233826727519112475|7232230004300598555|7267495693923700001|7265211977553693984|7283152761808555297
detox,9,liefde,4,7123920466238065925|7153632159822138629|7123920466238065925|7153632159822138629
detox,9,vertrouwen,3,7123920466238065925|7067224522440625414|7123920466238065925
detox,9,balans,11,7123920466238065925|7127993533532851462|7280069968769600800|7279061360443444513|7194892145969401093|7227927503707426075|7123920466238065925|7127993533532851462|7267495693923700001|7280069968769600800|7279061360443444513
detox,9,ontspannen,5,7123920466238065925|7306949396296502560|7306949396296502560|7123920466238065925|7306949396296502560
detox,9,water,3,7116166330209815813|7103603033027693829|7116166330209815813
detox,9,weekend,4,7116166330209815813|7079463533720767749|7159872999296863494|7116166330209815813
detox,9,ontspanning,7,7141312742836817158|7280027645662825760|7290628580185312544|7141312742836817158|7171802458975390981|7280027645662825760|7290628580185312544
detox,9,spray,3,7139513847341124870|7306972038466374945|7139513847341124870
detox,9,pijn,4,7157460065392463110|7271588369468099872|7157460065392463110|7271588369468099872
detox,9,organic,14,7156663523517402374|7113899360655527173|7125855657412087045|7148770561064193285|7159889042803363077|7159872999296863494|7159839797085768966|7182670538064612613|7182284618668723462|7194456687607106821|7216777377123241221|7216677094103829766|7216590355918114053|7156663523517402374
detox,9,fruit,7,7155922938191990022|7268277641050901792|7081180565369605381|7182246601505770758|7227456992158240026|7155922938191990022|7268277641050901792
detox,9,darmen,12,7155922938191990022|7179576766950821126|7258939731495505179|7271588369468099872|7269497407119838496|7238940132701736219|7155922938191990022|7179576766950821126|7249998050632928539|7258939731495505179|7271588369468099872|7269497407119838496
detox,9,viral,33,7153716032908070149|7179576766950821126|7192590406138252549|7258939731495505179|7068305258606349574|7067745101199592709|7067620557814009093|7067467708924726534|7067111825573285126|7102319314677615878|7114976189005024518|7114014420983942405|7113231439889566981|7125051448152444165|7136097495637101830|7135873715719392518|7135474316325506309|7160077610762915078|7171590146834435333|7182296640492031238|7227171400048545050|7227042397803384090|7250076439150595354|7273221945036950817|7273207305108213025|7295839116585864480|7295474896338046240|7306962237426650400|7153716032908070149|7179576766950821126|7192590406138252549|7258939731495505179|7306396420532112673
detox,9,natuur,7,7153632159822138629|7179571155286674693|7124419209311898886|7284611331485945121|7153632159822138629|7179571155286674693|7278280797419818272
detox,9,dankbaar,4,7153632159822138629|7306532931005189408|7153632159822138629|7306532931005189408
detox,9,masker,13,7152164322452524293|7246855541245463835|7279785064806829344|7279052787005115680|7276465076297682208|7301354096525692193|7152164322452524293|7229013656028056859|7246855541245463835|7279785064806829344|7279052787005115680|7276465076297682208|7301354096525692193
detox,9,coach,7,7150033523779325189|7190071420444101893|7135933235900632325|7250189731189902618|7273523907959803169|7150033523779325189|7190071420444101893
detox,9,grenzen,5,7167118055296879877|7167074488562142470|7135933235900632325|7167118055296879877|7167074488562142470
detox,9,voeten,6,7167074488562142470|7192590406138252549|7301040957695200545|7167074488562142470|7192590406138252549|7301040957695200545
detox,9,contour,4,7162900503293119750|7161063596045257989|7162900503293119750|7161063596045257989
detox,9,duet,4,7179576766950821126|7057251926194326789|7079115725335448837|7179576766950821126
detox,9,bewust,4,7179571155286674693|7198135099504856326|7179571155286674693|7198135099504856326
detox,9,bewustzijn,6,7179571155286674693|7177331270899338502|7198135099504856326|7179571155286674693|7177331270899338502|7198135099504856326
detox,9,recovery,5,7194193435597835526|7092128674622803206|7113109982991682822|7194193435597835526|7194193435597835526
detox,9,struggles,3,7194193435597835526|7194193435597835526|7194193435597835526
detox,9,herstel,6,7194193435597835526|7280854216179076384|7081260691012750598|7194193435597835526|7194193435597835526|7280854216179076384
detox,9,2023,3,7192590406138252549|7183325727763385605|7192590406138252549
detox,9,tips,8,7190071420444101893|7221519739594542341|7258939731495505179|7293157946471583008|7190071420444101893|7221519739594542341|7258939731495505179|7293157946471583008
detox,9,motivatie,4,7190071420444101893|7258939731495505179|7190071420444101893|7258939731495505179
detox,9,thee,3,7185602067304713477|7124419209311898886|7318393776182021408
detox,9,ziel,4,7198135099504856326|7210731110513331462|7198135099504856326|7210731110513331462
detox,9,stress,8,7214200334757973254|7210731110513331462|7135933235900632325|7317990982811733280|7091154639395097861|7174026384136736005|7214200334757973254|7210731110513331462
detox,9,sale,3,7210731110513331462|7239340925296643354|7210731110513331462
detox,9,korting,3,7210731110513331462|7239014506427419931|7210731110513331462
detox,9,10dagen,4,7210090669803588869|7209635358244343046|7210090669803588869|7209635358244343046
detox,9,focus,9,7226237217411239195|7091692218058132742|7091036522312518917|7102863350819818758|7102858899891522822|7126567751472270598|7306972038466374945|7226237217411239195|7239333902685359387
detox,9,glow,5,7221472585975270661|7256693500899527962|7306918249722039585|7306908962836827425|7221472585975270661
detox,9,https,4,7230894057076067610|7271588369468099872|7230894057076067610|7271588369468099872
detox,9,fish,3,7250231729523379483|7250231729523379483|7250231729523379483
detox,9,waarom,3,7250231729523379483|7250231729523379483|7250231729523379483
detox,9,vraag,5,7250231729523379483|7247926981810081050|7250231729523379483|7250231729523379483|7247926981810081050
detox,9,nature,3,7247926981810081050|7135958422956166406|7247926981810081050
detox,9,workout,8,7245558496752667930|7080283426078625029|7091036522312518917|7102863350819818758|7216798387402722566|7216417638212209925|7318722545061072160|7245558496752667930
detox,9,kuur,3,7258939731495505179|7126567751472270598|7258939731495505179
detox,9,ondersteuning,3,7273029222002740512|7067224522440625414|7273029222002740512
detox,9,eco,7,7265320699454131488|7307336912224734496|7114832892143881478|7124864314116263173|7307336912224734496|7265320699454131488|7307336912224734496
detox,9,plants,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,9,greens,5,7280069968769600800|7279061360443444513|7250074471153847578|7280069968769600800|7279061360443444513
detox,9,yonka,6,7279052787005115680|7303914767113063712|7303494272316198177|7279052787005115680|7303914767113063712|7303494272316198177
detox,9,angst,4,7306949396296502560|7194830182535007494|7306949396296502560|7306949396296502560
detox,9,stilte,4,7302405551202307361|7301023435788979488|7299180242260806945|7302405551202307361
